"TEMA","SUBTEMA","VARIABLE","CLASE","Fuente","AÑO","Mes","Valor"
"Generación de empleo turismo","Sectores conexos","Alimentos y bebidas","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2017","","142267.58333333"
"Generación de empleo turismo","Sectores conexos","Esparcimiento","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2017","","1918.0833333333"
"Generación de empleo turismo","Sectores conexos","Transporte aéreo","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2017","","10367.833333333"
"Generación de empleo turismo","Sectores conexos","Transporte terrestre","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2017","","91228.416666667"
"Generación de empleo turismo","Participación % ","Porcentaje","Empleo Turismo/ Turismo Bogota","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020","2017","","6.7%"
"Conectividad directa internacional","Ciudades","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2017","","47"
"Conectividad directa internacional","Aerolíneas","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2017","","32"
"Conectividad directa internacional","Vuelos","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2017","","3375"
"Conectividad directa internacional","Sillas","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2017","","526262"
"Conectividad directa internacional","Pasajeros","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2017","","5161725"
"Índice de Presión Turística","índice","índice","índice","Observatorio de Turismo","2017","","1.4"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","índice","índice","índice","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","7.12"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Estrategia de mercado","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","9.61"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Infraestructura","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","8.71"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Económico","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","7.46"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Cultural","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","7.08"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Social","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","6.95"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Empresarial","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","6.24"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Ambiental","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","6.58"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Gestión de destino","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2017","","5.64"
"PIB","Participación % ","Porcentaje","Subsector: Alojamiento y servicio de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2017","","2.8%"
"PIB","Participación % ","Porcentaje","Sector: Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2017","","19.2%"
"Informacion Destacada del turismo internacional","Mundo Entero","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","1326"
"Informacion Destacada del turismo internacional","Mundo Entero","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Trillones de Dólares ","International Tourism Highlights (2012-2019)","2017","","1.6"
"Informacion Destacada del turismo internacional","Mundo Entero","Transporte Internacional de Pasajeros","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","240"
"Informacion Destacada del turismo internacional","Mundo Entero","Ingresos por turismo internacional","Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","1340"
"Informacion Destacada del turismo internacional","Europa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","672"
"Informacion Destacada del turismo internacional","Americas","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","211"
"Informacion Destacada del turismo internacional","Asia y el Pacifico","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","323"
"Informacion Destacada del turismo internacional","Africa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","63"
"Informacion Destacada del turismo internacional","Medio Oriente","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2017","","58"
"Informacion Destacada del turismo internacional","Europa","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","519"
"Informacion Destacada del turismo internacional","Americas","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","326"
"Informacion Destacada del turismo internacional","Asia y el Pacifico","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","390"
"Informacion Destacada del turismo internacional","Africa","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","37"
"Informacion Destacada del turismo internacional","Medio Oriente","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2017","","68"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","Ocio,recreación,vacaciones","International Tourism Highlights (2012-2019)","2017","","55.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","VFR, salud,religión, otro","International Tourism Highlights (2012-2019)","2017","","27.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","Negocios y profesional","International Tourism Highlights (2012-2019)","2017","","13.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","No especificado","International Tourism Highlights (2012-2019)","2017","","6.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Aire","International Tourism Highlights (2012-2019)","2017","","57.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Terrestre y tren","International Tourism Highlights (2012-2019)","2017","","39.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Agua","International Tourism Highlights (2012-2019)","2017","","4.0%"
"Prestadores de Servicios Turísticos - PST","Agencia de viajes","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","1443"
"Prestadores de Servicios Turísticos - PST","Arrendadores de vehiculos para turismo nacional e internacional","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","34"
"Prestadores de Servicios Turísticos - PST","Empresa de tiempo compartido y multipropiedad","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","14"
"Prestadores de Servicios Turísticos - PST","Empresa de transporte terrestre automotor","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","90"
"Prestadores de Servicios Turísticos - PST","Empresas captadoras de ahorro para viajes y de servicios turisticos","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","15"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","829"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Habitaciones","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","27714"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Camas","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","42902"
"Prestadores de Servicios Turísticos - PST","Hotel","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","605"
"Prestadores de Servicios Turísticos - PST","Hotel","Habitaciones","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","23914"
"Prestadores de Servicios Turísticos - PST","Hotel","Camas","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","35205"
"Prestadores de Servicios Turísticos - PST","Establecimiento de gastronomia y similares","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","533"
"Prestadores de Servicios Turísticos - PST","Guia de turismo","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","195"
"Prestadores de Servicios Turísticos - PST","Oficina de representacion turistica","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","134"
"Prestadores de Servicios Turísticos - PST","Operadores profesionales de congresos, ferias y convenciones","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","182"
"Prestadores de Servicios Turísticos - PST","Parques temáticos","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","1"
"Prestadores de Servicios Turísticos - PST","Intercambio vacacional","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2018","","1"
"Airbnb & Homeaway","Barrios Unidos","Promedio mensual de propiedades","","","2018","","167.66666666667"
"Airbnb & Homeaway","Bosa","Promedio mensual de propiedades","","","2018","","2.9090909090909"
"Airbnb & Homeaway","Candelaria","Promedio mensual de propiedades","","","2018","","143.75"
"Airbnb & Homeaway","Chapinero","Promedio mensual de propiedades","","","2018","","1246.0833333333"
"Airbnb & Homeaway","Engativá","Promedio mensual de propiedades","","","2018","","160.33333333333"
"Airbnb & Homeaway","Fontibón","Promedio mensual de propiedades","","","2018","","201.08333333333"
"Airbnb & Homeaway","Kennedy","Promedio mensual de propiedades","","","2018","","75.666666666667"
"Airbnb & Homeaway","Los Martires","Promedio mensual de propiedades","","","2018","","29.583333333333"
"Airbnb & Homeaway","Puente Aranda","Promedio mensual de propiedades","","","2018","","27.666666666667"
"Airbnb & Homeaway","Rafael Uribe Uribe","Promedio mensual de propiedades","","","2018","","7.0833333333333"
"Airbnb & Homeaway","San Cristobal","Promedio mensual de propiedades","","","2018","","6.6666666666667"
"Airbnb & Homeaway","Santa Fe","Promedio mensual de propiedades","","","2018","","324.83333333333"
"Airbnb & Homeaway","Suba","Promedio mensual de propiedades","","","2018","","397.66666666667"
"Airbnb & Homeaway","Teusaquillo","Promedio mensual de propiedades","","","2018","","463.91666666667"
"Airbnb & Homeaway","Usaquén","Promedio mensual de propiedades","","","2018","","789.91666666667"
"Airbnb & Homeaway","Usme","Promedio mensual de propiedades","","","2018","","2.3636363636364"
"Tasa de ocupación Hotelera","Total anual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","","59.7%"
"Tasa de ocupación Airbnb","Total anual","Porcentaje","","","2018","","45.5%"
"Generación de empleo turismo","Empleo Turismo Bogotá","Total","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","315796.66666667"
"Generación de empleo turismo","Sectores directos","Agencias de viaje","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","10559.083333333"
"Generación de empleo turismo","Sectores directos","Alojamiento y hospedaje","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","16655.75"
"Generación de empleo turismo","Sectores conexos","Alimentos y bebidas","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","161280.25"
"Generación de empleo turismo","Sectores conexos","Esparcimiento","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","1891.9166666667"
"Generación de empleo turismo","Sectores conexos","Transporte aéreo","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","17846.416666667"
"Generación de empleo turismo","Sectores conexos","Transporte terrestre","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2018","","107563.25"
"Generación de empleo turismo","Participación % ","Porcentaje","Empleo Turismo/ Turismo Bogota","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020","2018","","7.6%"
"Conectividad directa internacional","Ciudades","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2018","","49"
"Conectividad directa internacional","Aerolíneas","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2018","","32"
"Conectividad directa internacional","Vuelos","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2018","","3507"
"Conectividad directa internacional","Sillas","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2018","","551755"
"Conectividad directa internacional","Pasajeros","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2018","","5465775"
"Índice de Presión Turística","índice","índice","índice","Observatorio de Turismo","2018","","1.7"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","índice","índice","índice","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","7.01"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Estrategia de mercado","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","9.75"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Infraestructura","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","8.73"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Económico","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","7.32"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Cultural","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","7.37"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Social","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","6.89"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Empresarial","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","6.51"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Ambiental","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","6.97"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","Criterio","Gestión de destino","índice 0-10","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2018","","4.5"
"PIB","Participación % ","Porcentaje","Subsector: Alojamiento y servicio de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2018","","2.8%"
"PIB","Participación % ","Porcentaje","Sector: Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; Transporte y almacenamiento; Alojamiento y servicios de comida/ PIB Bogotá","Departamento Administrativo Nacional de Estadística- DANE, Cuentas Nacionales","2018","","19.3%"
"Informacion Destacada del turismo internacional","Mundo Entero","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","1400"
"Informacion Destacada del turismo internacional","Mundo Entero","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Trillones de Dólares ","International Tourism Highlights (2012-2019)","2018","","1.7"
"Informacion Destacada del turismo internacional","Mundo Entero","Transporte Internacional de Pasajeros","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","256"
"Informacion Destacada del turismo internacional","Mundo Entero","Ingresos por turismo internacional","Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","1500"
"Informacion Destacada del turismo internacional","Europa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","710"
"Informacion Destacada del turismo internacional","Americas","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","216"
"Informacion Destacada del turismo internacional","Asia y el Pacifico","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","348"
"Informacion Destacada del turismo internacional","Africa","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","67"
"Informacion Destacada del turismo internacional","Medio Oriente","Llegadas de Turistas Internacionales","Millones de Personas","International Tourism Highlights (2012-2019)","2018","","60"
"Informacion Destacada del turismo internacional","Europa","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","570"
"Informacion Destacada del turismo internacional","Americas","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","334"
"Informacion Destacada del turismo internacional","Asia y el Pacifico","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","435"
"Informacion Destacada del turismo internacional","Africa","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","38"
"Informacion Destacada del turismo internacional","Medio Oriente","Exportaciones Totales de Turismo Internacional","(ingresos + transporte de pasajeros) Billones de Dólares ","International Tourism Highlights (2012-2019)","2018","","73"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","Ocio,recreación,vacaciones","International Tourism Highlights (2012-2019)","2018","","56.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","VFR, salud,religión, otro","International Tourism Highlights (2012-2019)","2018","","27.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","Negocios y profesional","International Tourism Highlights (2012-2019)","2018","","13.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Proposito del Viaje","No especificado","International Tourism Highlights (2012-2019)","2018","","4.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Aire","International Tourism Highlights (2012-2019)","2018","","58.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Terrestre y tren","International Tourism Highlights (2012-2019)","2018","","39.0%"
"Informacion Destacada del turismo internacional","Mundo Entero","Medio de Transporte","Agua","International Tourism Highlights (2012-2019)","2018","","4.0%"
"Big Data","Estados Unidos","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","1387461"
"Big Data","México","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","736212"
"Big Data","España","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","586315"
"Big Data","Brasil","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","469840"
"Big Data","Argentina","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","169828"
"Big Data","Alemania","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","94146"
"Big Data","Francia","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","99355"
"Big Data","Reino Unido","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","91000"
"Big Data","Países Bajos","Capacidad aérea","Total asientos","Plataforma de Big Data para Destinos Inteligentes - Mabrian","2018","","59094"
"Prestadores de Servicios Turísticos - PST","Agencia de viajes","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","1956"
"Prestadores de Servicios Turísticos - PST","Arrendadores de vehiculos para turismo nacional e internacional","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","58"
"Prestadores de Servicios Turísticos - PST","Concesionarios de servicios turisticos en parque","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","1"
"Prestadores de Servicios Turísticos - PST","Empresa de tiempo compartido y multipropiedad","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","16"
"Prestadores de Servicios Turísticos - PST","Empresa de transporte terrestre automotor","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","149"
"Prestadores de Servicios Turísticos - PST","Empresas captadoras de ahorro para viajes y de servicios turisticos","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","13"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","848"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Habitaciones","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","28438"
"Prestadores de Servicios Turísticos - PST","Establecimiento de alojamiento y hospedaje","Camas","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","41824"
"Prestadores de Servicios Turísticos - PST","Hotel","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","658"
"Prestadores de Servicios Turísticos - PST","Hotel","Habitaciones","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","25297"
"Prestadores de Servicios Turísticos - PST","Hotel","Camas","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","36507"
"Prestadores de Servicios Turísticos - PST","Establecimiento de gastronomia y similares","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","546"
"Prestadores de Servicios Turísticos - PST","Guia de turismo","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","270"
"Prestadores de Servicios Turísticos - PST","Oficina de representacion turistica","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","190"
"Prestadores de Servicios Turísticos - PST","Operadores profesionales de congresos, ferias y convenciones","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","287"
"Prestadores de Servicios Turísticos - PST","Parques temáticos","Total","","Cámara de Comercio de Bogotá- CCB y Ministerio de Comercio, Industria y Turismo- MinCIT","2019","","4"
"Airbnb & Homeaway","Barrios Unidos","Promedio mensual de propiedades","","","2019","","221.5"
"Airbnb & Homeaway","Bosa","Promedio mensual de propiedades","","","2019","","6.5"
"Airbnb & Homeaway","Candelaria","Promedio mensual de propiedades","","","2019","","178.5"
"Airbnb & Homeaway","Chapinero","Promedio mensual de propiedades","","","2019","","1471"
"Airbnb & Homeaway","Engativá","Promedio mensual de propiedades","","","2019","","246.5"
"Airbnb & Homeaway","Fontibón","Promedio mensual de propiedades","","","2019","","246.5"
"Airbnb & Homeaway","Kennedy","Promedio mensual de propiedades","","","2019","","121.5"
"Airbnb & Homeaway","Los Martires","Promedio mensual de propiedades","","","2019","","50"
"Airbnb & Homeaway","Puente Aranda","Promedio mensual de propiedades","","","2019","","39.5"
"Airbnb & Homeaway","Rafael Uribe Uribe","Promedio mensual de propiedades","","","2019","","12"
"Airbnb & Homeaway","San Cristobal","Promedio mensual de propiedades","","","2019","","12"
"Airbnb & Homeaway","Santa Fe","Promedio mensual de propiedades","","","2019","","393"
"Airbnb & Homeaway","Suba","Promedio mensual de propiedades","","","2019","","518"
"Airbnb & Homeaway","Teusaquillo","Promedio mensual de propiedades","","","2019","","668"
"Airbnb & Homeaway","Usaquén","Promedio mensual de propiedades","","","2019","","915"
"Airbnb & Homeaway","Usme","Promedio mensual de propiedades","","","2019","","1"
"Tasa de ocupación Hotelera","Total anual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","","62.3%"
"Tasa de ocupación Airbnb","Total anual","Porcentaje","","","2019","","44.0%"
"Generación de empleo turismo","Empleo Turismo Bogotá","Total","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","288537"
"Generación de empleo turismo","Sectores directos","Agencias de viaje","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","9506"
"Generación de empleo turismo","Sectores directos","Alojamiento y hospedaje","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","12265.583333333"
"Generación de empleo turismo","Sectores conexos","Alimentos y bebidas","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","155898"
"Generación de empleo turismo","Sectores conexos","Esparcimiento","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","1245"
"Generación de empleo turismo","Sectores conexos","Transporte aéreo","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","9764"
"Generación de empleo turismo","Sectores conexos","Transporte terrestre","","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH. Corte marzo 2020","2019","","99858.416666667"
"Generación de empleo turismo","Participación % ","Porcentaje","Empleo Turismo/ Turismo Bogota","Departamento Administrativo Nacional de Estadística- DANE, Gran Encuesta Integrada de Hogares- GEIH Corte marzo 2020","2019","","6.9%"
"Conectividad directa internacional","Ciudades","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2019","","50"
"Conectividad directa internacional","Aerolíneas","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2019","","32"
"Conectividad directa internacional","Vuelos","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2019","","3727"
"Conectividad directa internacional","Sillas","Promedio mensual","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2019","","570575"
"Conectividad directa internacional","Pasajeros","Total","","Aeronáutica civil, Base de datos Tráfico por Equipo. Corte marzo 2020","2019","","5613039"
"Índice de Competitividad Turística Regional de Colombia-ICTRC","índice","índice","índice","Asociación Hotelera y Tuística de Colombia- COTELCO, ICTRC","2019","","7.05"
